centroide,zone,image,label,nom_images_torchvision,segment,pred_no_euroSAT,pred_euroSAT
POINT (37.19382875486956 36.21773277453679),"POLYGON ((37.19308797348591 36.21699199685009, 37.19456953625322 36.21699199685009, 37.19456953625322 36.21847355222349, 37.19308797348591 36.21847355222349, 37.19308797348591 36.21699199685009))",alep_37.193828754869564_36.21773277453679.jpg,0,alep_3148.jpg,train,1,1
POINT (37.19531031763687 36.21773277453679),"POLYGON ((37.19456953625322 36.21699199685009, 37.19605109902053 36.21699199685009, 37.19605109902053 36.21847355222349, 37.19456953625322 36.21847355222349, 37.19456953625322 36.21699199685009))",alep_37.195310317636874_36.21773277453679.jpg,1,alep_3149.jpg,train,1,1
POINT (37.19679188040418 36.21773277453679),"POLYGON ((37.19605109902053 36.21699199685009, 37.19753266178784 36.21699199685009, 37.19753266178784 36.21847355222349, 37.19605109902053 36.21847355222349, 37.19605109902053 36.21699199685009))",alep_37.196791880404184_36.21773277453679.jpg,1,alep_3150.jpg,train,1,1
POINT (37.19827344317149 36.21773277453679),"POLYGON ((37.19753266178784 36.21699199685009, 37.19901422455515 36.21699199685009, 37.19901422455515 36.21847355222349, 37.19753266178784 36.21847355222349, 37.19753266178784 36.21699199685009))",alep_37.198273443171495_36.21773277453679.jpg,1,alep_3151.jpg,test,1,1
POINT (37.1997550059388 36.21773277453679),"POLYGON ((37.19901422455515 36.21699199685009, 37.20049578732246 36.21699199685009, 37.20049578732246 36.21847355222349, 37.19901422455515 36.21847355222349, 37.19901422455515 36.21699199685009))",alep_37.199755005938805_36.21773277453679.jpg,1,alep_3152.jpg,train,1,1
POINT (37.20123656870611 36.21773277453679),"POLYGON ((37.20049578732246 36.21699199685009, 37.20197735008977 36.21699199685009, 37.20197735008977 36.21847355222349, 37.20049578732246 36.21847355222349, 37.20049578732246 36.21699199685009))",alep_37.201236568706115_36.21773277453679.jpg,1,alep_3153.jpg,train,1,1
POINT (37.20271813147342 36.21773277453679),"POLYGON ((37.20197735008977 36.21699199685009, 37.20345891285708 36.21699199685009, 37.20345891285708 36.21847355222349, 37.20197735008977 36.21847355222349, 37.20197735008977 36.21699199685009))",alep_37.202718131473425_36.21773277453679.jpg,1,alep_3154.jpg,train,1,1
POINT (37.20419969424074 36.21773277453679),"POLYGON ((37.20345891285708 36.21699199685009, 37.20494047562439 36.21699199685009, 37.20494047562439 36.21847355222349, 37.20345891285708 36.21847355222349, 37.20345891285708 36.21699199685009))",alep_37.204199694240735_36.21773277453679.jpg,1,alep_3155.jpg,train,1,1
POINT (37.20568125700805 36.21773277453679),"POLYGON ((37.20494047562439 36.21699199685009, 37.2064220383917 36.21699199685009, 37.2064220383917 36.21847355222349, 37.20494047562439 36.21847355222349, 37.20494047562439 36.21699199685009))",alep_37.205681257008045_36.21773277453679.jpg,0,alep_3156.jpg,train,1,1
POINT (37.20716281977536 36.21773277453679),"POLYGON ((37.2064220383917 36.21699199685009, 37.20790360115901 36.21699199685009, 37.20790360115901 36.21847355222349, 37.2064220383917 36.21847355222349, 37.2064220383917 36.21699199685009))",alep_37.207162819775355_36.21773277453679.jpg,1,alep_3157.jpg,test,0,1
POINT (37.20864438254267 36.21773277453679),"POLYGON ((37.20790360115901 36.21699199685009, 37.20938516392632 36.21699199685009, 37.20938516392632 36.21847355222349, 37.20790360115901 36.21847355222349, 37.20790360115901 36.21699199685009))",alep_37.208644382542666_36.21773277453679.jpg,0,alep_3158.jpg,train,1,1
POINT (37.09011936115785 36.21921432991019),"POLYGON ((37.0893785797742 36.21847355222349, 37.09086014254151 36.21847355222349, 37.09086014254151 36.21995510759689, 37.0893785797742 36.21995510759689, 37.0893785797742 36.21847355222349))",alep_37.09011936115785_36.21921432991019.jpg,0,alep_3159.jpg,test,0,0
POINT (37.09160092392516 36.21921432991019),"POLYGON ((37.09086014254151 36.21847355222349, 37.09234170530882 36.21847355222349, 37.09234170530882 36.21995510759689, 37.09086014254151 36.21995510759689, 37.09086014254151 36.21847355222349))",alep_37.091600923925164_36.21921432991019.jpg,0,alep_3160.jpg,train,0,0
POINT (37.09308248669247 36.21921432991019),"POLYGON ((37.09234170530882 36.21847355222349, 37.09382326807613 36.21847355222349, 37.09382326807613 36.21995510759689, 37.09234170530882 36.21995510759689, 37.09234170530882 36.21847355222349))",alep_37.093082486692474_36.21921432991019.jpg,0,alep_3161.jpg,test,0,0
POINT (37.09456404945978 36.21921432991019),"POLYGON ((37.09382326807613 36.21847355222349, 37.09530483084344 36.21847355222349, 37.09530483084344 36.21995510759689, 37.09382326807613 36.21995510759689, 37.09382326807613 36.21847355222349))",alep_37.094564049459784_36.21921432991019.jpg,0,alep_3162.jpg,train,0,0
POINT (37.09604561222709 36.21921432991019),"POLYGON ((37.09530483084344 36.21847355222349, 37.09678639361075 36.21847355222349, 37.09678639361075 36.21995510759689, 37.09530483084344 36.21995510759689, 37.09530483084344 36.21847355222349))",alep_37.096045612227094_36.21921432991019.jpg,0,alep_3163.jpg,train,0,0
POINT (37.0975271749944 36.21921432991019),"POLYGON ((37.09678639361075 36.21847355222349, 37.09826795637806 36.21847355222349, 37.09826795637806 36.21995510759689, 37.09678639361075 36.21995510759689, 37.09678639361075 36.21847355222349))",alep_37.097527174994404_36.21921432991019.jpg,0,alep_3164.jpg,test,0,0
POINT (37.09900873776171 36.21921432991019),"POLYGON ((37.09826795637806 36.21847355222349, 37.09974951914537 36.21847355222349, 37.09974951914537 36.21995510759689, 37.09826795637806 36.21995510759689, 37.09826795637806 36.21847355222349))",alep_37.099008737761714_36.21921432991019.jpg,0,alep_3165.jpg,train,0,0
POINT (37.10049030052902 36.21921432991019),"POLYGON ((37.09974951914537 36.21847355222349, 37.10123108191268 36.21847355222349, 37.10123108191268 36.21995510759689, 37.09974951914537 36.21995510759689, 37.09974951914537 36.21847355222349))",alep_37.100490300529025_36.21921432991019.jpg,0,alep_3166.jpg,train,0,0
POINT (37.10197186329633 36.21921432991019),"POLYGON ((37.10123108191268 36.21847355222349, 37.10271264467999 36.21847355222349, 37.10271264467999 36.21995510759689, 37.10123108191268 36.21995510759689, 37.10123108191268 36.21847355222349))",alep_37.101971863296335_36.21921432991019.jpg,0,alep_3167.jpg,test,0,0
POINT (37.10345342606364 36.21921432991019),"POLYGON ((37.10271264467999 36.21847355222349, 37.1041942074473 36.21847355222349, 37.1041942074473 36.21995510759689, 37.10271264467999 36.21995510759689, 37.10271264467999 36.21847355222349))",alep_37.103453426063645_36.21921432991019.jpg,0,alep_3168.jpg,train,0,0
POINT (37.10493498883095 36.21921432991019),"POLYGON ((37.1041942074473 36.21847355222349, 37.10567577021461 36.21847355222349, 37.10567577021461 36.21995510759689, 37.1041942074473 36.21995510759689, 37.1041942074473 36.21847355222349))",alep_37.104934988830955_36.21921432991019.jpg,0,alep_3169.jpg,train,0,0
POINT (37.10641655159827 36.21921432991019),"POLYGON ((37.10567577021461 36.21847355222349, 37.10715733298192 36.21847355222349, 37.10715733298192 36.21995510759689, 37.10567577021461 36.21995510759689, 37.10567577021461 36.21847355222349))",alep_37.106416551598265_36.21921432991019.jpg,0,alep_3170.jpg,train,0,0
POINT (37.10789811436558 36.21921432991019),"POLYGON ((37.10715733298192 36.21847355222349, 37.10863889574923 36.21847355222349, 37.10863889574923 36.21995510759689, 37.10715733298192 36.21995510759689, 37.10715733298192 36.21847355222349))",alep_37.107898114365575_36.21921432991019.jpg,0,alep_3171.jpg,test,0,0
POINT (37.10937967713289 36.21921432991019),"POLYGON ((37.10863889574923 36.21847355222349, 37.11012045851654 36.21847355222349, 37.11012045851654 36.21995510759689, 37.10863889574923 36.21995510759689, 37.10863889574923 36.21847355222349))",alep_37.109379677132885_36.21921432991019.jpg,0,alep_3172.jpg,test,0,0
POINT (37.1108612399002 36.21921432991019),"POLYGON ((37.11012045851654 36.21847355222349, 37.11160202128385 36.21847355222349, 37.11160202128385 36.21995510759689, 37.11012045851654 36.21995510759689, 37.11012045851654 36.21847355222349))",alep_37.110861239900196_36.21921432991019.jpg,0,alep_3173.jpg,test,0,0
POINT (37.11234280266751 36.21921432991019),"POLYGON ((37.11160202128385 36.21847355222349, 37.11308358405116 36.21847355222349, 37.11308358405116 36.21995510759689, 37.11160202128385 36.21995510759689, 37.11160202128385 36.21847355222349))",alep_37.112342802667506_36.21921432991019.jpg,0,alep_3174.jpg,test,0,0
POINT (37.11382436543482 36.21921432991019),"POLYGON ((37.11308358405116 36.21847355222349, 37.11456514681847 36.21847355222349, 37.11456514681847 36.21995510759689, 37.11308358405116 36.21995510759689, 37.11308358405116 36.21847355222349))",alep_37.113824365434816_36.21921432991019.jpg,0,alep_3175.jpg,test,0,0
POINT (37.11530592820213 36.21921432991019),"POLYGON ((37.11456514681847 36.21847355222349, 37.11604670958578 36.21847355222349, 37.11604670958578 36.21995510759689, 37.11456514681847 36.21995510759689, 37.11456514681847 36.21847355222349))",alep_37.115305928202126_36.21921432991019.jpg,0,alep_3176.jpg,train,0,0
POINT (37.11678749096944 36.21921432991019),"POLYGON ((37.11604670958578 36.21847355222349, 37.11752827235309 36.21847355222349, 37.11752827235309 36.21995510759689, 37.11604670958578 36.21995510759689, 37.11604670958578 36.21847355222349))",alep_37.116787490969436_36.21921432991019.jpg,0,alep_3177.jpg,train,0,0
POINT (37.11826905373675 36.21921432991019),"POLYGON ((37.11752827235309 36.21847355222349, 37.1190098351204 36.21847355222349, 37.1190098351204 36.21995510759689, 37.11752827235309 36.21995510759689, 37.11752827235309 36.21847355222349))",alep_37.118269053736746_36.21921432991019.jpg,0,alep_3178.jpg,train,0,0
POINT (37.11975061650406 36.21921432991019),"POLYGON ((37.1190098351204 36.21847355222349, 37.12049139788771 36.21847355222349, 37.12049139788771 36.21995510759689, 37.1190098351204 36.21995510759689, 37.1190098351204 36.21847355222349))",alep_37.11975061650406_36.21921432991019.jpg,0,alep_3179.jpg,train,0,0
POINT (37.12123217927137 36.21921432991019),"POLYGON ((37.12049139788771 36.21847355222349, 37.12197296065502 36.21847355222349, 37.12197296065502 36.21995510759689, 37.12049139788771 36.21995510759689, 37.12049139788771 36.21847355222349))",alep_37.12123217927137_36.21921432991019.jpg,0,alep_3180.jpg,test,0,0
POINT (37.12271374203868 36.21921432991019),"POLYGON ((37.12197296065502 36.21847355222349, 37.12345452342233 36.21847355222349, 37.12345452342233 36.21995510759689, 37.12197296065502 36.21995510759689, 37.12197296065502 36.21847355222349))",alep_37.12271374203868_36.21921432991019.jpg,0,alep_3181.jpg,test,0,0
POINT (37.12419530480599 36.21921432991019),"POLYGON ((37.12345452342233 36.21847355222349, 37.12493608618964 36.21847355222349, 37.12493608618964 36.21995510759689, 37.12345452342233 36.21995510759689, 37.12345452342233 36.21847355222349))",alep_37.12419530480599_36.21921432991019.jpg,0,alep_3182.jpg,train,0,0
POINT (37.1256768675733 36.21921432991019),"POLYGON ((37.12493608618964 36.21847355222349, 37.12641764895695 36.21847355222349, 37.12641764895695 36.21995510759689, 37.12493608618964 36.21995510759689, 37.12493608618964 36.21847355222349))",alep_37.1256768675733_36.21921432991019.jpg,0,alep_3183.jpg,test,0,0
POINT (37.12715843034061 36.21921432991019),"POLYGON ((37.12641764895695 36.21847355222349, 37.12789921172426 36.21847355222349, 37.12789921172426 36.21995510759689, 37.12641764895695 36.21995510759689, 37.12641764895695 36.21847355222349))",alep_37.12715843034061_36.21921432991019.jpg,0,alep_3184.jpg,train,0,0
POINT (37.12863999310792 36.21921432991019),"POLYGON ((37.12789921172426 36.21847355222349, 37.12938077449157 36.21847355222349, 37.12938077449157 36.21995510759689, 37.12789921172426 36.21995510759689, 37.12789921172426 36.21847355222349))",alep_37.12863999310792_36.21921432991019.jpg,0,alep_3185.jpg,train,0,0
POINT (37.13012155587523 36.21921432991019),"POLYGON ((37.12938077449157 36.21847355222349, 37.13086233725888 36.21847355222349, 37.13086233725888 36.21995510759689, 37.12938077449157 36.21995510759689, 37.12938077449157 36.21847355222349))",alep_37.13012155587523_36.21921432991019.jpg,0,alep_3186.jpg,train,0,0
POINT (37.13160311864254 36.21921432991019),"POLYGON ((37.13086233725888 36.21847355222349, 37.13234390002619 36.21847355222349, 37.13234390002619 36.21995510759689, 37.13086233725888 36.21995510759689, 37.13086233725888 36.21847355222349))",alep_37.13160311864254_36.21921432991019.jpg,0,alep_3187.jpg,train,0,0
POINT (37.13308468140985 36.21921432991019),"POLYGON ((37.13234390002619 36.21847355222349, 37.1338254627935 36.21847355222349, 37.1338254627935 36.21995510759689, 37.13234390002619 36.21995510759689, 37.13234390002619 36.21847355222349))",alep_37.13308468140985_36.21921432991019.jpg,0,alep_3188.jpg,train,0,0
POINT (37.13456624417716 36.21921432991019),"POLYGON ((37.1338254627935 36.21847355222349, 37.13530702556081 36.21847355222349, 37.13530702556081 36.21995510759689, 37.1338254627935 36.21995510759689, 37.1338254627935 36.21847355222349))",alep_37.13456624417716_36.21921432991019.jpg,0,alep_3189.jpg,train,0,0
POINT (37.13604780694447 36.21921432991019),"POLYGON ((37.13530702556081 36.21847355222349, 37.13678858832812 36.21847355222349, 37.13678858832812 36.21995510759689, 37.13530702556081 36.21995510759689, 37.13530702556081 36.21847355222349))",alep_37.13604780694447_36.21921432991019.jpg,0,alep_3190.jpg,train,0,0
POINT (37.13752936971178 36.21921432991019),"POLYGON ((37.13678858832812 36.21847355222349, 37.13827015109543 36.21847355222349, 37.13827015109543 36.21995510759689, 37.13678858832812 36.21995510759689, 37.13678858832812 36.21847355222349))",alep_37.13752936971178_36.21921432991019.jpg,0,alep_3191.jpg,train,0,0
POINT (37.13901093247909 36.21921432991019),"POLYGON ((37.13827015109543 36.21847355222349, 37.13975171386274 36.21847355222349, 37.13975171386274 36.21995510759689, 37.13827015109543 36.21995510759689, 37.13827015109543 36.21847355222349))",alep_37.13901093247909_36.21921432991019.jpg,0,alep_3192.jpg,train,0,0
POINT (37.1404924952464 36.21921432991019),"POLYGON ((37.13975171386274 36.21847355222349, 37.14123327663005 36.21847355222349, 37.14123327663005 36.21995510759689, 37.13975171386274 36.21995510759689, 37.13975171386274 36.21847355222349))",alep_37.1404924952464_36.21921432991019.jpg,0,alep_3193.jpg,train,0,0
POINT (37.14197405801371 36.21921432991019),"POLYGON ((37.14123327663005 36.21847355222349, 37.14271483939736 36.21847355222349, 37.14271483939736 36.21995510759689, 37.14123327663005 36.21995510759689, 37.14123327663005 36.21847355222349))",alep_37.14197405801371_36.21921432991019.jpg,0,alep_3194.jpg,train,0,0
POINT (37.14345562078102 36.21921432991019),"POLYGON ((37.14271483939736 36.21847355222349, 37.14419640216467 36.21847355222349, 37.14419640216467 36.21995510759689, 37.14271483939736 36.21995510759689, 37.14271483939736 36.21847355222349))",alep_37.14345562078102_36.21921432991019.jpg,0,alep_3195.jpg,train,0,0
POINT (37.14493718354833 36.21921432991019),"POLYGON ((37.14419640216467 36.21847355222349, 37.14567796493198 36.21847355222349, 37.14567796493198 36.21995510759689, 37.14419640216467 36.21995510759689, 37.14419640216467 36.21847355222349))",alep_37.14493718354833_36.21921432991019.jpg,0,alep_3196.jpg,train,0,0
POINT (37.14641874631564 36.21921432991019),"POLYGON ((37.14567796493198 36.21847355222349, 37.14715952769929 36.21847355222349, 37.14715952769929 36.21995510759689, 37.14567796493198 36.21995510759689, 37.14567796493198 36.21847355222349))",alep_37.14641874631564_36.21921432991019.jpg,0,alep_3197.jpg,train,0,0
POINT (37.14790030908295 36.21921432991019),"POLYGON ((37.14715952769929 36.21847355222349, 37.1486410904666 36.21847355222349, 37.1486410904666 36.21995510759689, 37.14715952769929 36.21995510759689, 37.14715952769929 36.21847355222349))",alep_37.14790030908295_36.21921432991019.jpg,0,alep_3198.jpg,test,0,0
POINT (37.14938187185026 36.21921432991019),"POLYGON ((37.1486410904666 36.21847355222349, 37.15012265323391 36.21847355222349, 37.15012265323391 36.21995510759689, 37.1486410904666 36.21995510759689, 37.1486410904666 36.21847355222349))",alep_37.14938187185026_36.21921432991019.jpg,0,alep_3199.jpg,train,0,0
POINT (37.15086343461757 36.21921432991019),"POLYGON ((37.15012265323391 36.21847355222349, 37.15160421600122 36.21847355222349, 37.15160421600122 36.21995510759689, 37.15012265323391 36.21995510759689, 37.15012265323391 36.21847355222349))",alep_37.15086343461757_36.21921432991019.jpg,0,alep_3200.jpg,train,0,0
POINT (37.15234499738488 36.21921432991019),"POLYGON ((37.15160421600122 36.21847355222349, 37.15308577876853 36.21847355222349, 37.15308577876853 36.21995510759689, 37.15160421600122 36.21995510759689, 37.15160421600122 36.21847355222349))",alep_37.15234499738488_36.21921432991019.jpg,0,alep_3201.jpg,train,0,0
POINT (37.15382656015219 36.21921432991019),"POLYGON ((37.15308577876853 36.21847355222349, 37.15456734153585 36.21847355222349, 37.15456734153585 36.21995510759689, 37.15308577876853 36.21995510759689, 37.15308577876853 36.21847355222349))",alep_37.15382656015219_36.21921432991019.jpg,0,alep_3202.jpg,test,0,0
POINT (37.1553081229195 36.21921432991019),"POLYGON ((37.15456734153585 36.21847355222349, 37.15604890430316 36.21847355222349, 37.15604890430316 36.21995510759689, 37.15456734153585 36.21995510759689, 37.15456734153585 36.21847355222349))",alep_37.1553081229195_36.21921432991019.jpg,0,alep_3203.jpg,train,0,0
POINT (37.15678968568681 36.21921432991019),"POLYGON ((37.15604890430316 36.21847355222349, 37.15753046707047 36.21847355222349, 37.15753046707047 36.21995510759689, 37.15604890430316 36.21995510759689, 37.15604890430316 36.21847355222349))",alep_37.15678968568681_36.21921432991019.jpg,0,alep_3204.jpg,train,0,0
POINT (37.15827124845412 36.21921432991019),"POLYGON ((37.15753046707047 36.21847355222349, 37.15901202983778 36.21847355222349, 37.15901202983778 36.21995510759689, 37.15753046707047 36.21995510759689, 37.15753046707047 36.21847355222349))",alep_37.15827124845412_36.21921432991019.jpg,0,alep_3205.jpg,train,0,0
POINT (37.15975281122143 36.21921432991019),"POLYGON ((37.15901202983778 36.21847355222349, 37.16049359260509 36.21847355222349, 37.16049359260509 36.21995510759689, 37.15901202983778 36.21995510759689, 37.15901202983778 36.21847355222349))",alep_37.15975281122143_36.21921432991019.jpg,0,alep_3206.jpg,train,0,0
POINT (37.16123437398874 36.21921432991019),"POLYGON ((37.16049359260509 36.21847355222349, 37.1619751553724 36.21847355222349, 37.1619751553724 36.21995510759689, 37.16049359260509 36.21995510759689, 37.16049359260509 36.21847355222349))",alep_37.16123437398874_36.21921432991019.jpg,0,alep_3207.jpg,train,0,0
POINT (37.16271593675605 36.21921432991019),"POLYGON ((37.1619751553724 36.21847355222349, 37.16345671813971 36.21847355222349, 37.16345671813971 36.21995510759689, 37.1619751553724 36.21995510759689, 37.1619751553724 36.21847355222349))",alep_37.16271593675605_36.21921432991019.jpg,0,alep_3208.jpg,train,0,0
POINT (37.16419749952336 36.21921432991019),"POLYGON ((37.16345671813971 36.21847355222349, 37.16493828090702 36.21847355222349, 37.16493828090702 36.21995510759689, 37.16345671813971 36.21995510759689, 37.16345671813971 36.21847355222349))",alep_37.16419749952336_36.21921432991019.jpg,0,alep_3209.jpg,train,0,0
POINT (37.16567906229067 36.21921432991019),"POLYGON ((37.16493828090702 36.21847355222349, 37.16641984367433 36.21847355222349, 37.16641984367433 36.21995510759689, 37.16493828090702 36.21995510759689, 37.16493828090702 36.21847355222349))",alep_37.16567906229067_36.21921432991019.jpg,0,alep_3210.jpg,test,0,0
POINT (37.16716062505798 36.21921432991019),"POLYGON ((37.16641984367433 36.21847355222349, 37.16790140644164 36.21847355222349, 37.16790140644164 36.21995510759689, 37.16641984367433 36.21995510759689, 37.16641984367433 36.21847355222349))",alep_37.16716062505798_36.21921432991019.jpg,0,alep_3211.jpg,train,0,0
POINT (37.16864218782529 36.21921432991019),"POLYGON ((37.16790140644164 36.21847355222349, 37.16938296920895 36.21847355222349, 37.16938296920895 36.21995510759689, 37.16790140644164 36.21995510759689, 37.16790140644164 36.21847355222349))",alep_37.16864218782529_36.21921432991019.jpg,0,alep_3212.jpg,test,1,1
POINT (37.1701237505926 36.21921432991019),"POLYGON ((37.16938296920895 36.21847355222349, 37.17086453197626 36.21847355222349, 37.17086453197626 36.21995510759689, 37.16938296920895 36.21995510759689, 37.16938296920895 36.21847355222349))",alep_37.1701237505926_36.21921432991019.jpg,1,alep_3213.jpg,train,0,0
POINT (37.17160531335991 36.21921432991019),"POLYGON ((37.17086453197626 36.21847355222349, 37.17234609474357 36.21847355222349, 37.17234609474357 36.21995510759689, 37.17086453197626 36.21995510759689, 37.17086453197626 36.21847355222349))",alep_37.17160531335991_36.21921432991019.jpg,1,alep_3214.jpg,test,0,0
POINT (37.17308687612722 36.21921432991019),"POLYGON ((37.17234609474357 36.21847355222349, 37.17382765751088 36.21847355222349, 37.17382765751088 36.21995510759689, 37.17234609474357 36.21995510759689, 37.17234609474357 36.21847355222349))",alep_37.17308687612722_36.21921432991019.jpg,1,alep_3215.jpg,test,1,1
POINT (37.17456843889453 36.21921432991019),"POLYGON ((37.17382765751088 36.21847355222349, 37.17530922027819 36.21847355222349, 37.17530922027819 36.21995510759689, 37.17382765751088 36.21995510759689, 37.17382765751088 36.21847355222349))",alep_37.17456843889453_36.21921432991019.jpg,0,alep_3216.jpg,test,0,0
POINT (37.17605000166184 36.21921432991019),"POLYGON ((37.17530922027819 36.21847355222349, 37.1767907830455 36.21847355222349, 37.1767907830455 36.21995510759689, 37.17530922027819 36.21995510759689, 37.17530922027819 36.21847355222349))",alep_37.17605000166184_36.21921432991019.jpg,0,alep_3217.jpg,test,0,0
POINT (37.17753156442915 36.21921432991019),"POLYGON ((37.1767907830455 36.21847355222349, 37.17827234581281 36.21847355222349, 37.17827234581281 36.21995510759689, 37.1767907830455 36.21995510759689, 37.1767907830455 36.21847355222349))",alep_37.17753156442915_36.21921432991019.jpg,0,alep_3218.jpg,train,0,0
POINT (37.17901312719646 36.21921432991019),"POLYGON ((37.17827234581281 36.21847355222349, 37.17975390858012 36.21847355222349, 37.17975390858012 36.21995510759689, 37.17827234581281 36.21995510759689, 37.17827234581281 36.21847355222349))",alep_37.17901312719646_36.21921432991019.jpg,0,alep_3219.jpg,train,0,0
POINT (37.18049468996377 36.21921432991019),"POLYGON ((37.17975390858012 36.21847355222349, 37.18123547134743 36.21847355222349, 37.18123547134743 36.21995510759689, 37.17975390858012 36.21995510759689, 37.17975390858012 36.21847355222349))",alep_37.18049468996377_36.21921432991019.jpg,1,alep_3220.jpg,train,1,1
POINT (37.18197625273108 36.21921432991019),"POLYGON ((37.18123547134743 36.21847355222349, 37.18271703411474 36.21847355222349, 37.18271703411474 36.21995510759689, 37.18123547134743 36.21995510759689, 37.18123547134743 36.21847355222349))",alep_37.18197625273108_36.21921432991019.jpg,1,alep_3221.jpg,test,1,1
POINT (37.18345781549839 36.21921432991019),"POLYGON ((37.18271703411474 36.21847355222349, 37.18419859688205 36.21847355222349, 37.18419859688205 36.21995510759689, 37.18271703411474 36.21995510759689, 37.18271703411474 36.21847355222349))",alep_37.18345781549839_36.21921432991019.jpg,1,alep_3222.jpg,test,1,1
POINT (37.1849393782657 36.21921432991019),"POLYGON ((37.18419859688205 36.21847355222349, 37.18568015964936 36.21847355222349, 37.18568015964936 36.21995510759689, 37.18419859688205 36.21995510759689, 37.18419859688205 36.21847355222349))",alep_37.1849393782657_36.21921432991019.jpg,1,alep_3223.jpg,test,1,1
POINT (37.18642094103301 36.21921432991019),"POLYGON ((37.18568015964936 36.21847355222349, 37.18716172241667 36.21847355222349, 37.18716172241667 36.21995510759689, 37.18568015964936 36.21995510759689, 37.18568015964936 36.21847355222349))",alep_37.18642094103301_36.21921432991019.jpg,1,alep_3224.jpg,test,1,1
POINT (37.18790250380032 36.21921432991019),"POLYGON ((37.18716172241667 36.21847355222349, 37.18864328518398 36.21847355222349, 37.18864328518398 36.21995510759689, 37.18716172241667 36.21995510759689, 37.18716172241667 36.21847355222349))",alep_37.18790250380032_36.21921432991019.jpg,0,alep_3225.jpg,train,1,1
POINT (37.18938406656763 36.21921432991019),"POLYGON ((37.18864328518398 36.21847355222349, 37.19012484795129 36.21847355222349, 37.19012484795129 36.21995510759689, 37.18864328518398 36.21995510759689, 37.18864328518398 36.21847355222349))",alep_37.189384066567634_36.21921432991019.jpg,1,alep_3226.jpg,test,1,1
POINT (37.19086562933494 36.21921432991019),"POLYGON ((37.19012484795129 36.21847355222349, 37.1916064107186 36.21847355222349, 37.1916064107186 36.21995510759689, 37.19012484795129 36.21995510759689, 37.19012484795129 36.21847355222349))",alep_37.190865629334944_36.21921432991019.jpg,1,alep_3227.jpg,train,1,1
POINT (37.19234719210225 36.21921432991019),"POLYGON ((37.1916064107186 36.21847355222349, 37.19308797348591 36.21847355222349, 37.19308797348591 36.21995510759689, 37.1916064107186 36.21995510759689, 37.1916064107186 36.21847355222349))",alep_37.192347192102254_36.21921432991019.jpg,1,alep_3228.jpg,test,1,1
POINT (37.19382875486956 36.21921432991019),"POLYGON ((37.19308797348591 36.21847355222349, 37.19456953625322 36.21847355222349, 37.19456953625322 36.21995510759689, 37.19308797348591 36.21995510759689, 37.19308797348591 36.21847355222349))",alep_37.193828754869564_36.21921432991019.jpg,1,alep_3229.jpg,test,1,1
POINT (37.19531031763687 36.21921432991019),"POLYGON ((37.19456953625322 36.21847355222349, 37.19605109902053 36.21847355222349, 37.19605109902053 36.21995510759689, 37.19456953625322 36.21995510759689, 37.19456953625322 36.21847355222349))",alep_37.195310317636874_36.21921432991019.jpg,1,alep_3230.jpg,train,1,1
POINT (37.19679188040418 36.21921432991019),"POLYGON ((37.19605109902053 36.21847355222349, 37.19753266178784 36.21847355222349, 37.19753266178784 36.21995510759689, 37.19605109902053 36.21995510759689, 37.19605109902053 36.21847355222349))",alep_37.196791880404184_36.21921432991019.jpg,1,alep_3231.jpg,train,1,1
POINT (37.19827344317149 36.21921432991019),"POLYGON ((37.19753266178784 36.21847355222349, 37.19901422455515 36.21847355222349, 37.19901422455515 36.21995510759689, 37.19753266178784 36.21995510759689, 37.19753266178784 36.21847355222349))",alep_37.198273443171495_36.21921432991019.jpg,1,alep_3232.jpg,test,1,1
POINT (37.1997550059388 36.21921432991019),"POLYGON ((37.19901422455515 36.21847355222349, 37.20049578732246 36.21847355222349, 37.20049578732246 36.21995510759689, 37.19901422455515 36.21995510759689, 37.19901422455515 36.21847355222349))",alep_37.199755005938805_36.21921432991019.jpg,1,alep_3233.jpg,test,1,1
POINT (37.20123656870611 36.21921432991019),"POLYGON ((37.20049578732246 36.21847355222349, 37.20197735008977 36.21847355222349, 37.20197735008977 36.21995510759689, 37.20049578732246 36.21995510759689, 37.20049578732246 36.21847355222349))",alep_37.201236568706115_36.21921432991019.jpg,0,alep_3234.jpg,train,1,1
POINT (37.20271813147342 36.21921432991019),"POLYGON ((37.20197735008977 36.21847355222349, 37.20345891285708 36.21847355222349, 37.20345891285708 36.21995510759689, 37.20197735008977 36.21995510759689, 37.20197735008977 36.21847355222349))",alep_37.202718131473425_36.21921432991019.jpg,1,alep_3235.jpg,test,1,1
POINT (37.20419969424074 36.21921432991019),"POLYGON ((37.20345891285708 36.21847355222349, 37.20494047562439 36.21847355222349, 37.20494047562439 36.21995510759689, 37.20345891285708 36.21995510759689, 37.20345891285708 36.21847355222349))",alep_37.204199694240735_36.21921432991019.jpg,1,alep_3236.jpg,test,1,1
POINT (37.20568125700805 36.21921432991019),"POLYGON ((37.20494047562439 36.21847355222349, 37.2064220383917 36.21847355222349, 37.2064220383917 36.21995510759689, 37.20494047562439 36.21995510759689, 37.20494047562439 36.21847355222349))",alep_37.205681257008045_36.21921432991019.jpg,1,alep_3237.jpg,train,1,1
