centroide,zone,image,label
POINT (40.0982149510798 35.32896919302374),"POLYGON ((40.09740988644981 35.32837630764824, 40.09902001570978 35.32837630764824, 40.09902001570978 35.32956207839923, 40.09740988644981 35.32956207839923, 40.09740988644981 35.32837630764824))",ezzor_40.0982149510798_35.32896919302374.jpg,0
POINT (40.09982508033976 35.32896919302374),"POLYGON ((40.09902001570978 35.32837630764824, 40.10063014496975 35.32837630764824, 40.10063014496975 35.32956207839923, 40.09902001570978 35.32956207839923, 40.09902001570978 35.32837630764824))",ezzor_40.09982508033976_35.32896919302374.jpg,0
POINT (40.10143520959973 35.32896919302374),"POLYGON ((40.10063014496974 35.32837630764824, 40.10224027422971 35.32837630764824, 40.10224027422971 35.32956207839923, 40.10063014496974 35.32956207839923, 40.10063014496974 35.32837630764824))",ezzor_40.10143520959973_35.32896919302374.jpg,0
POINT (40.10304533885969 35.32896919302374),"POLYGON ((40.10224027422971 35.32837630764824, 40.10385040348968 35.32837630764824, 40.10385040348968 35.32956207839923, 40.10224027422971 35.32956207839923, 40.10224027422971 35.32837630764824))",ezzor_40.103045338859694_35.32896919302374.jpg,0
POINT (40.10465546811966 35.32896919302374),"POLYGON ((40.10385040348967 35.32837630764824, 40.10546053274965 35.32837630764824, 40.10546053274965 35.32956207839923, 40.10385040348967 35.32956207839923, 40.10385040348967 35.32837630764824))",ezzor_40.10465546811966_35.32896919302374.jpg,0
POINT (40.10626559737963 35.32896919302374),"POLYGON ((40.10546053274964 35.32837630764824, 40.10707066200961 35.32837630764824, 40.10707066200961 35.32956207839923, 40.10546053274964 35.32956207839923, 40.10546053274964 35.32837630764824))",ezzor_40.106265597379625_35.32896919302374.jpg,0
POINT (40.10787572663959 35.32896919302374),"POLYGON ((40.1070706620096 35.32837630764824, 40.10868079126958 35.32837630764824, 40.10868079126958 35.32956207839923, 40.1070706620096 35.32956207839923, 40.1070706620096 35.32837630764824))",ezzor_40.10787572663959_35.32896919302374.jpg,0
POINT (40.10948585589956 35.32896919302374),"POLYGON ((40.10868079126957 35.32837630764824, 40.11029092052954 35.32837630764824, 40.11029092052954 35.32956207839923, 40.10868079126957 35.32956207839923, 40.10868079126957 35.32837630764824))",ezzor_40.10948585589956_35.32896919302374.jpg,0
POINT (40.11109598515952 35.32896919302374),"POLYGON ((40.11029092052954 35.32837630764824, 40.11190104978951 35.32837630764824, 40.11190104978951 35.32956207839923, 40.11029092052954 35.32956207839923, 40.11029092052954 35.32837630764824))",ezzor_40.11109598515952_35.32896919302374.jpg,0
POINT (40.11270611441949 35.32896919302374),"POLYGON ((40.1119010497895 35.32837630764824, 40.11351117904947 35.32837630764824, 40.11351117904947 35.32956207839923, 40.1119010497895 35.32956207839923, 40.1119010497895 35.32837630764824))",ezzor_40.11270611441949_35.32896919302374.jpg,0
POINT (40.11431624367945 35.32896919302374),"POLYGON ((40.11351117904947 35.32837630764824, 40.11512130830944 35.32837630764824, 40.11512130830944 35.32956207839923, 40.11351117904947 35.32956207839923, 40.11351117904947 35.32837630764824))",ezzor_40.114316243679454_35.32896919302374.jpg,0
POINT (40.11592637293942 35.32896919302374),"POLYGON ((40.11512130830943 35.32837630764824, 40.11673143756941 35.32837630764824, 40.11673143756941 35.32956207839923, 40.11512130830943 35.32956207839923, 40.11512130830943 35.32837630764824))",ezzor_40.11592637293942_35.32896919302374.jpg,1
POINT (40.11753650219939 35.32896919302374),"POLYGON ((40.1167314375694 35.32837630764824, 40.11834156682937 35.32837630764824, 40.11834156682937 35.32956207839923, 40.1167314375694 35.32956207839923, 40.1167314375694 35.32837630764824))",ezzor_40.117536502199385_35.32896919302374.jpg,0
POINT (40.11914663145935 35.32896919302374),"POLYGON ((40.11834156682936 35.32837630764824, 40.11995169608934 35.32837630764824, 40.11995169608934 35.32956207839923, 40.11834156682936 35.32956207839923, 40.11834156682936 35.32837630764824))",ezzor_40.11914663145935_35.32896919302374.jpg,1
POINT (40.12075676071932 35.32896919302374),"POLYGON ((40.11995169608933 35.32837630764824, 40.1215618253493 35.32837630764824, 40.1215618253493 35.32956207839923, 40.11995169608933 35.32956207839923, 40.11995169608933 35.32837630764824))",ezzor_40.12075676071932_35.32896919302374.jpg,0
POINT (40.12236688997928 35.32896919302374),"POLYGON ((40.1215618253493 35.32837630764824, 40.12317195460927 35.32837630764824, 40.12317195460927 35.32956207839923, 40.1215618253493 35.32956207839923, 40.1215618253493 35.32837630764824))",ezzor_40.12236688997928_35.32896919302374.jpg,1
POINT (40.12397701923925 35.32896919302374),"POLYGON ((40.12317195460926 35.32837630764824, 40.12478208386923 35.32837630764824, 40.12478208386923 35.32956207839923, 40.12317195460926 35.32956207839923, 40.12317195460926 35.32837630764824))",ezzor_40.12397701923925_35.32896919302374.jpg,1
POINT (40.12558714849921 35.32896919302374),"POLYGON ((40.12478208386923 35.32837630764824, 40.1263922131292 35.32837630764824, 40.1263922131292 35.32956207839923, 40.12478208386923 35.32956207839923, 40.12478208386923 35.32837630764824))",ezzor_40.125587148499214_35.32896919302374.jpg,0
POINT (40.12719727775918 35.32896919302374),"POLYGON ((40.12639221312919 35.32837630764824, 40.12800234238917 35.32837630764824, 40.12800234238917 35.32956207839923, 40.12639221312919 35.32956207839923, 40.12639221312919 35.32837630764824))",ezzor_40.12719727775918_35.32896919302374.jpg,0
POINT (40.12880740701915 35.32896919302374),"POLYGON ((40.12800234238916 35.32837630764824, 40.12961247164913 35.32837630764824, 40.12961247164913 35.32956207839923, 40.12800234238916 35.32956207839923, 40.12800234238916 35.32837630764824))",ezzor_40.128807407019146_35.32896919302374.jpg,0
POINT (40.13041753627911 35.32896919302374),"POLYGON ((40.12961247164912 35.32837630764824, 40.1312226009091 35.32837630764824, 40.1312226009091 35.32956207839923, 40.12961247164912 35.32956207839923, 40.12961247164912 35.32837630764824))",ezzor_40.13041753627911_35.32896919302374.jpg,1
POINT (40.13202766553908 35.32896919302374),"POLYGON ((40.13122260090909 35.32837630764824, 40.13283273016906 35.32837630764824, 40.13283273016906 35.32956207839923, 40.13122260090909 35.32956207839923, 40.13122260090909 35.32837630764824))",ezzor_40.13202766553908_35.32896919302374.jpg,1
POINT (40.13363779479904 35.32896919302374),"POLYGON ((40.13283273016906 35.32837630764824, 40.13444285942903 35.32837630764824, 40.13444285942903 35.32956207839923, 40.13283273016906 35.32956207839923, 40.13283273016906 35.32837630764824))",ezzor_40.13363779479904_35.32896919302374.jpg,1
POINT (40.13524792405901 35.32896919302374),"POLYGON ((40.13444285942902 35.32837630764824, 40.13605298868899 35.32837630764824, 40.13605298868899 35.32956207839923, 40.13444285942902 35.32956207839923, 40.13444285942902 35.32837630764824))",ezzor_40.13524792405901_35.32896919302374.jpg,1
POINT (40.13685805331897 35.32896919302374),"POLYGON ((40.13605298868899 35.32837630764824, 40.13766311794896 35.32837630764824, 40.13766311794896 35.32956207839923, 40.13605298868899 35.32956207839923, 40.13605298868899 35.32837630764824))",ezzor_40.136858053318974_35.32896919302374.jpg,1
POINT (40.13846818257894 35.32896919302374),"POLYGON ((40.13766311794895 35.32837630764824, 40.13927324720893 35.32837630764824, 40.13927324720893 35.32956207839923, 40.13766311794895 35.32956207839923, 40.13766311794895 35.32837630764824))",ezzor_40.13846818257894_35.32896919302374.jpg,1
POINT (40.14007831183891 35.32896919302374),"POLYGON ((40.13927324720892 35.32837630764824, 40.14088337646889 35.32837630764824, 40.14088337646889 35.32956207839923, 40.13927324720892 35.32956207839923, 40.13927324720892 35.32837630764824))",ezzor_40.140078311838906_35.32896919302374.jpg,1
POINT (40.14168844109887 35.32896919302374),"POLYGON ((40.14088337646889 35.32837630764824, 40.14249350572886 35.32837630764824, 40.14249350572886 35.32956207839923, 40.14088337646889 35.32956207839923, 40.14088337646889 35.32837630764824))",ezzor_40.14168844109887_35.32896919302374.jpg,1
POINT (40.14329857035884 35.32896919302374),"POLYGON ((40.14249350572885 35.32837630764824, 40.14410363498882 35.32837630764824, 40.14410363498882 35.32956207839923, 40.14249350572885 35.32956207839923, 40.14249350572885 35.32837630764824))",ezzor_40.14329857035884_35.32896919302374.jpg,1
POINT (40.1449086996188 35.32896919302374),"POLYGON ((40.14410363498882 35.32837630764824, 40.14571376424879 35.32837630764824, 40.14571376424879 35.32956207839923, 40.14410363498882 35.32956207839923, 40.14410363498882 35.32837630764824))",ezzor_40.1449086996188_35.32896919302374.jpg,1
POINT (40.14651882887877 35.32896919302374),"POLYGON ((40.14571376424878 35.32837630764824, 40.14732389350876 35.32837630764824, 40.14732389350876 35.32956207839923, 40.14571376424878 35.32956207839923, 40.14571376424878 35.32837630764824))",ezzor_40.14651882887877_35.32896919302374.jpg,1
POINT (40.14812895813873 35.32896919302374),"POLYGON ((40.14732389350875 35.32837630764824, 40.14893402276872 35.32837630764824, 40.14893402276872 35.32956207839923, 40.14732389350875 35.32956207839923, 40.14732389350875 35.32837630764824))",ezzor_40.148128958138734_35.32896919302374.jpg,1
POINT (40.1497390873987 35.32896919302374),"POLYGON ((40.14893402276871 35.32837630764824, 40.15054415202869 35.32837630764824, 40.15054415202869 35.32956207839923, 40.14893402276871 35.32956207839923, 40.14893402276871 35.32837630764824))",ezzor_40.1497390873987_35.32896919302374.jpg,1
POINT (40.15134921665867 35.32896919302374),"POLYGON ((40.15054415202868 35.32837630764824, 40.15215428128865 35.32837630764824, 40.15215428128865 35.32956207839923, 40.15054415202868 35.32956207839923, 40.15054415202868 35.32837630764824))",ezzor_40.151349216658666_35.32896919302374.jpg,1
POINT (40.15295934591863 35.32896919302374),"POLYGON ((40.15215428128865 35.32837630764824, 40.15376441054862 35.32837630764824, 40.15376441054862 35.32956207839923, 40.15215428128865 35.32956207839923, 40.15215428128865 35.32837630764824))",ezzor_40.15295934591863_35.32896919302374.jpg,1
POINT (40.1545694751786 35.32896919302374),"POLYGON ((40.15376441054861 35.32837630764824, 40.15537453980858 35.32837630764824, 40.15537453980858 35.32956207839923, 40.15376441054861 35.32956207839923, 40.15376441054861 35.32837630764824))",ezzor_40.1545694751786_35.32896919302374.jpg,1
POINT (40.15617960443856 35.32896919302374),"POLYGON ((40.15537453980858 35.32837630764824, 40.15698466906855 35.32837630764824, 40.15698466906855 35.32956207839923, 40.15537453980858 35.32956207839923, 40.15537453980858 35.32837630764824))",ezzor_40.15617960443856_35.32896919302374.jpg,1
POINT (40.15778973369853 35.32896919302374),"POLYGON ((40.15698466906854 35.32837630764824, 40.15859479832852 35.32837630764824, 40.15859479832852 35.32956207839923, 40.15698466906854 35.32956207839923, 40.15698466906854 35.32837630764824))",ezzor_40.15778973369853_35.32896919302374.jpg,1
POINT (40.15939986295849 35.32896919302374),"POLYGON ((40.15859479832851 35.32837630764824, 40.16020492758848 35.32837630764824, 40.16020492758848 35.32956207839923, 40.15859479832851 35.32956207839923, 40.15859479832851 35.32837630764824))",ezzor_40.159399862958495_35.32896919302374.jpg,1
POINT (40.16100999221846 35.32896919302374),"POLYGON ((40.16020492758847 35.32837630764824, 40.16181505684845 35.32837630764824, 40.16181505684845 35.32956207839923, 40.16020492758847 35.32956207839923, 40.16020492758847 35.32837630764824))",ezzor_40.16100999221846_35.32896919302374.jpg,1
POINT (40.16262012147843 35.32896919302374),"POLYGON ((40.16181505684844 35.32837630764824, 40.16342518610841 35.32837630764824, 40.16342518610841 35.32956207839923, 40.16181505684844 35.32956207839923, 40.16181505684844 35.32837630764824))",ezzor_40.162620121478426_35.32896919302374.jpg,0
POINT (40.16423025073839 35.32896919302374),"POLYGON ((40.16342518610841 35.32837630764824, 40.16503531536838 35.32837630764824, 40.16503531536838 35.32956207839923, 40.16342518610841 35.32956207839923, 40.16342518610841 35.32837630764824))",ezzor_40.16423025073839_35.32896919302374.jpg,0
POINT (40.16584037999836 35.32896919302374),"POLYGON ((40.16503531536837 35.32837630764824, 40.16664544462834 35.32837630764824, 40.16664544462834 35.32956207839923, 40.16503531536837 35.32956207839923, 40.16503531536837 35.32837630764824))",ezzor_40.16584037999836_35.32896919302374.jpg,0
POINT (40.16745050925832 35.32896919302374),"POLYGON ((40.16664544462834 35.32837630764824, 40.16825557388831 35.32837630764824, 40.16825557388831 35.32956207839923, 40.16664544462834 35.32956207839923, 40.16664544462834 35.32837630764824))",ezzor_40.16745050925832_35.32896919302374.jpg,0
POINT (40.16906063851829 35.32896919302374),"POLYGON ((40.1682555738883 35.32837630764824, 40.16986570314828 35.32837630764824, 40.16986570314828 35.32956207839923, 40.1682555738883 35.32956207839923, 40.1682555738883 35.32837630764824))",ezzor_40.16906063851829_35.32896919302374.jpg,0
POINT (40.09016430477997 35.33015496377472),"POLYGON ((40.08935924014998 35.32956207839923, 40.09096936940995 35.32956207839923, 40.09096936940995 35.33074784915022, 40.08935924014998 35.33074784915022, 40.08935924014998 35.32956207839923))",ezzor_40.09016430477997_35.330154963774724.jpg,0
POINT (40.09177443403993 35.33015496377472),"POLYGON ((40.09096936940995 35.32956207839923, 40.09257949866992 35.32956207839923, 40.09257949866992 35.33074784915022, 40.09096936940995 35.33074784915022, 40.09096936940995 35.32956207839923))",ezzor_40.091774434039934_35.330154963774724.jpg,0
POINT (40.0933845632999 35.33015496377472),"POLYGON ((40.09257949866991 35.32956207839923, 40.09418962792989 35.32956207839923, 40.09418962792989 35.33074784915022, 40.09257949866991 35.33074784915022, 40.09257949866991 35.32956207839923))",ezzor_40.0933845632999_35.330154963774724.jpg,0
POINT (40.09499469255987 35.33015496377472),"POLYGON ((40.09418962792988 35.32956207839923, 40.09579975718985 35.32956207839923, 40.09579975718985 35.33074784915022, 40.09418962792988 35.33074784915022, 40.09418962792988 35.32956207839923))",ezzor_40.094994692559865_35.330154963774724.jpg,0
POINT (40.09660482181983 35.33015496377472),"POLYGON ((40.09579975718984 35.32956207839923, 40.09740988644982 35.32956207839923, 40.09740988644982 35.33074784915022, 40.09579975718984 35.33074784915022, 40.09579975718984 35.32956207839923))",ezzor_40.09660482181983_35.330154963774724.jpg,0
POINT (40.0982149510798 35.33015496377472),"POLYGON ((40.09740988644981 35.32956207839923, 40.09902001570978 35.32956207839923, 40.09902001570978 35.33074784915022, 40.09740988644981 35.33074784915022, 40.09740988644981 35.32956207839923))",ezzor_40.0982149510798_35.330154963774724.jpg,0
POINT (40.09982508033976 35.33015496377472),"POLYGON ((40.09902001570978 35.32956207839923, 40.10063014496975 35.32956207839923, 40.10063014496975 35.33074784915022, 40.09902001570978 35.33074784915022, 40.09902001570978 35.32956207839923))",ezzor_40.09982508033976_35.330154963774724.jpg,1
POINT (40.10143520959973 35.33015496377472),"POLYGON ((40.10063014496974 35.32956207839923, 40.10224027422971 35.32956207839923, 40.10224027422971 35.33074784915022, 40.10063014496974 35.33074784915022, 40.10063014496974 35.32956207839923))",ezzor_40.10143520959973_35.330154963774724.jpg,0
POINT (40.10304533885969 35.33015496377472),"POLYGON ((40.10224027422971 35.32956207839923, 40.10385040348968 35.32956207839923, 40.10385040348968 35.33074784915022, 40.10224027422971 35.33074784915022, 40.10224027422971 35.32956207839923))",ezzor_40.103045338859694_35.330154963774724.jpg,0
POINT (40.10465546811966 35.33015496377472),"POLYGON ((40.10385040348967 35.32956207839923, 40.10546053274965 35.32956207839923, 40.10546053274965 35.33074784915022, 40.10385040348967 35.33074784915022, 40.10385040348967 35.32956207839923))",ezzor_40.10465546811966_35.330154963774724.jpg,0
POINT (40.10626559737963 35.33015496377472),"POLYGON ((40.10546053274964 35.32956207839923, 40.10707066200961 35.32956207839923, 40.10707066200961 35.33074784915022, 40.10546053274964 35.33074784915022, 40.10546053274964 35.32956207839923))",ezzor_40.106265597379625_35.330154963774724.jpg,1
POINT (40.10787572663959 35.33015496377472),"POLYGON ((40.1070706620096 35.32956207839923, 40.10868079126958 35.32956207839923, 40.10868079126958 35.33074784915022, 40.1070706620096 35.33074784915022, 40.1070706620096 35.32956207839923))",ezzor_40.10787572663959_35.330154963774724.jpg,0
POINT (40.10948585589956 35.33015496377472),"POLYGON ((40.10868079126957 35.32956207839923, 40.11029092052954 35.32956207839923, 40.11029092052954 35.33074784915022, 40.10868079126957 35.33074784915022, 40.10868079126957 35.32956207839923))",ezzor_40.10948585589956_35.330154963774724.jpg,0
POINT (40.11109598515952 35.33015496377472),"POLYGON ((40.11029092052954 35.32956207839923, 40.11190104978951 35.32956207839923, 40.11190104978951 35.33074784915022, 40.11029092052954 35.33074784915022, 40.11029092052954 35.32956207839923))",ezzor_40.11109598515952_35.330154963774724.jpg,0
POINT (40.11270611441949 35.33015496377472),"POLYGON ((40.1119010497895 35.32956207839923, 40.11351117904947 35.32956207839923, 40.11351117904947 35.33074784915022, 40.1119010497895 35.33074784915022, 40.1119010497895 35.32956207839923))",ezzor_40.11270611441949_35.330154963774724.jpg,0
POINT (40.11431624367945 35.33015496377472),"POLYGON ((40.11351117904947 35.32956207839923, 40.11512130830944 35.32956207839923, 40.11512130830944 35.33074784915022, 40.11351117904947 35.33074784915022, 40.11351117904947 35.32956207839923))",ezzor_40.114316243679454_35.330154963774724.jpg,1
POINT (40.11592637293942 35.33015496377472),"POLYGON ((40.11512130830943 35.32956207839923, 40.11673143756941 35.32956207839923, 40.11673143756941 35.33074784915022, 40.11512130830943 35.33074784915022, 40.11512130830943 35.32956207839923))",ezzor_40.11592637293942_35.330154963774724.jpg,0
POINT (40.11753650219939 35.33015496377472),"POLYGON ((40.1167314375694 35.32956207839923, 40.11834156682937 35.32956207839923, 40.11834156682937 35.33074784915022, 40.1167314375694 35.33074784915022, 40.1167314375694 35.32956207839923))",ezzor_40.117536502199385_35.330154963774724.jpg,0
POINT (40.11914663145935 35.33015496377472),"POLYGON ((40.11834156682936 35.32956207839923, 40.11995169608934 35.32956207839923, 40.11995169608934 35.33074784915022, 40.11834156682936 35.33074784915022, 40.11834156682936 35.32956207839923))",ezzor_40.11914663145935_35.330154963774724.jpg,0
POINT (40.12075676071932 35.33015496377472),"POLYGON ((40.11995169608933 35.32956207839923, 40.1215618253493 35.32956207839923, 40.1215618253493 35.33074784915022, 40.11995169608933 35.33074784915022, 40.11995169608933 35.32956207839923))",ezzor_40.12075676071932_35.330154963774724.jpg,0
POINT (40.12236688997928 35.33015496377472),"POLYGON ((40.1215618253493 35.32956207839923, 40.12317195460927 35.32956207839923, 40.12317195460927 35.33074784915022, 40.1215618253493 35.33074784915022, 40.1215618253493 35.32956207839923))",ezzor_40.12236688997928_35.330154963774724.jpg,0
POINT (40.12397701923925 35.33015496377472),"POLYGON ((40.12317195460926 35.32956207839923, 40.12478208386923 35.32956207839923, 40.12478208386923 35.33074784915022, 40.12317195460926 35.33074784915022, 40.12317195460926 35.32956207839923))",ezzor_40.12397701923925_35.330154963774724.jpg,0
POINT (40.12558714849921 35.33015496377472),"POLYGON ((40.12478208386923 35.32956207839923, 40.1263922131292 35.32956207839923, 40.1263922131292 35.33074784915022, 40.12478208386923 35.33074784915022, 40.12478208386923 35.32956207839923))",ezzor_40.125587148499214_35.330154963774724.jpg,0
POINT (40.12719727775918 35.33015496377472),"POLYGON ((40.12639221312919 35.32956207839923, 40.12800234238917 35.32956207839923, 40.12800234238917 35.33074784915022, 40.12639221312919 35.33074784915022, 40.12639221312919 35.32956207839923))",ezzor_40.12719727775918_35.330154963774724.jpg,0
POINT (40.12880740701915 35.33015496377472),"POLYGON ((40.12800234238916 35.32956207839923, 40.12961247164913 35.32956207839923, 40.12961247164913 35.33074784915022, 40.12800234238916 35.33074784915022, 40.12800234238916 35.32956207839923))",ezzor_40.128807407019146_35.330154963774724.jpg,1
POINT (40.13041753627911 35.33015496377472),"POLYGON ((40.12961247164912 35.32956207839923, 40.1312226009091 35.32956207839923, 40.1312226009091 35.33074784915022, 40.12961247164912 35.33074784915022, 40.12961247164912 35.32956207839923))",ezzor_40.13041753627911_35.330154963774724.jpg,1
POINT (40.13202766553908 35.33015496377472),"POLYGON ((40.13122260090909 35.32956207839923, 40.13283273016906 35.32956207839923, 40.13283273016906 35.33074784915022, 40.13122260090909 35.33074784915022, 40.13122260090909 35.32956207839923))",ezzor_40.13202766553908_35.330154963774724.jpg,1
POINT (40.13363779479904 35.33015496377472),"POLYGON ((40.13283273016906 35.32956207839923, 40.13444285942903 35.32956207839923, 40.13444285942903 35.33074784915022, 40.13283273016906 35.33074784915022, 40.13283273016906 35.32956207839923))",ezzor_40.13363779479904_35.330154963774724.jpg,1
POINT (40.13524792405901 35.33015496377472),"POLYGON ((40.13444285942902 35.32956207839923, 40.13605298868899 35.32956207839923, 40.13605298868899 35.33074784915022, 40.13444285942902 35.33074784915022, 40.13444285942902 35.32956207839923))",ezzor_40.13524792405901_35.330154963774724.jpg,1
POINT (40.13685805331897 35.33015496377472),"POLYGON ((40.13605298868899 35.32956207839923, 40.13766311794896 35.32956207839923, 40.13766311794896 35.33074784915022, 40.13605298868899 35.33074784915022, 40.13605298868899 35.32956207839923))",ezzor_40.136858053318974_35.330154963774724.jpg,1
POINT (40.13846818257894 35.33015496377472),"POLYGON ((40.13766311794895 35.32956207839923, 40.13927324720893 35.32956207839923, 40.13927324720893 35.33074784915022, 40.13766311794895 35.33074784915022, 40.13766311794895 35.32956207839923))",ezzor_40.13846818257894_35.330154963774724.jpg,1
POINT (40.14007831183891 35.33015496377472),"POLYGON ((40.13927324720892 35.32956207839923, 40.14088337646889 35.32956207839923, 40.14088337646889 35.33074784915022, 40.13927324720892 35.33074784915022, 40.13927324720892 35.32956207839923))",ezzor_40.140078311838906_35.330154963774724.jpg,1
POINT (40.14168844109887 35.33015496377472),"POLYGON ((40.14088337646889 35.32956207839923, 40.14249350572886 35.32956207839923, 40.14249350572886 35.33074784915022, 40.14088337646889 35.33074784915022, 40.14088337646889 35.32956207839923))",ezzor_40.14168844109887_35.330154963774724.jpg,1
POINT (40.14329857035884 35.33015496377472),"POLYGON ((40.14249350572885 35.32956207839923, 40.14410363498882 35.32956207839923, 40.14410363498882 35.33074784915022, 40.14249350572885 35.33074784915022, 40.14249350572885 35.32956207839923))",ezzor_40.14329857035884_35.330154963774724.jpg,1
POINT (40.1449086996188 35.33015496377472),"POLYGON ((40.14410363498882 35.32956207839923, 40.14571376424879 35.32956207839923, 40.14571376424879 35.33074784915022, 40.14410363498882 35.33074784915022, 40.14410363498882 35.32956207839923))",ezzor_40.1449086996188_35.330154963774724.jpg,1
POINT (40.14651882887877 35.33015496377472),"POLYGON ((40.14571376424878 35.32956207839923, 40.14732389350876 35.32956207839923, 40.14732389350876 35.33074784915022, 40.14571376424878 35.33074784915022, 40.14571376424878 35.32956207839923))",ezzor_40.14651882887877_35.330154963774724.jpg,1
POINT (40.14812895813873 35.33015496377472),"POLYGON ((40.14732389350875 35.32956207839923, 40.14893402276872 35.32956207839923, 40.14893402276872 35.33074784915022, 40.14732389350875 35.33074784915022, 40.14732389350875 35.32956207839923))",ezzor_40.148128958138734_35.330154963774724.jpg,1
POINT (40.1497390873987 35.33015496377472),"POLYGON ((40.14893402276871 35.32956207839923, 40.15054415202869 35.32956207839923, 40.15054415202869 35.33074784915022, 40.14893402276871 35.33074784915022, 40.14893402276871 35.32956207839923))",ezzor_40.1497390873987_35.330154963774724.jpg,1
POINT (40.15134921665867 35.33015496377472),"POLYGON ((40.15054415202868 35.32956207839923, 40.15215428128865 35.32956207839923, 40.15215428128865 35.33074784915022, 40.15054415202868 35.33074784915022, 40.15054415202868 35.32956207839923))",ezzor_40.151349216658666_35.330154963774724.jpg,1
POINT (40.15295934591863 35.33015496377472),"POLYGON ((40.15215428128865 35.32956207839923, 40.15376441054862 35.32956207839923, 40.15376441054862 35.33074784915022, 40.15215428128865 35.33074784915022, 40.15215428128865 35.32956207839923))",ezzor_40.15295934591863_35.330154963774724.jpg,1
POINT (40.1545694751786 35.33015496377472),"POLYGON ((40.15376441054861 35.32956207839923, 40.15537453980858 35.32956207839923, 40.15537453980858 35.33074784915022, 40.15376441054861 35.33074784915022, 40.15376441054861 35.32956207839923))",ezzor_40.1545694751786_35.330154963774724.jpg,1
POINT (40.15617960443856 35.33015496377472),"POLYGON ((40.15537453980858 35.32956207839923, 40.15698466906855 35.32956207839923, 40.15698466906855 35.33074784915022, 40.15537453980858 35.33074784915022, 40.15537453980858 35.32956207839923))",ezzor_40.15617960443856_35.330154963774724.jpg,1
POINT (40.15778973369853 35.33015496377472),"POLYGON ((40.15698466906854 35.32956207839923, 40.15859479832852 35.32956207839923, 40.15859479832852 35.33074784915022, 40.15698466906854 35.33074784915022, 40.15698466906854 35.32956207839923))",ezzor_40.15778973369853_35.330154963774724.jpg,1
POINT (40.15939986295849 35.33015496377472),"POLYGON ((40.15859479832851 35.32956207839923, 40.16020492758848 35.32956207839923, 40.16020492758848 35.33074784915022, 40.15859479832851 35.33074784915022, 40.15859479832851 35.32956207839923))",ezzor_40.159399862958495_35.330154963774724.jpg,1
POINT (40.16100999221846 35.33015496377472),"POLYGON ((40.16020492758847 35.32956207839923, 40.16181505684845 35.32956207839923, 40.16181505684845 35.33074784915022, 40.16020492758847 35.33074784915022, 40.16020492758847 35.32956207839923))",ezzor_40.16100999221846_35.330154963774724.jpg,1
POINT (40.16262012147843 35.33015496377472),"POLYGON ((40.16181505684844 35.32956207839923, 40.16342518610841 35.32956207839923, 40.16342518610841 35.33074784915022, 40.16181505684844 35.33074784915022, 40.16181505684844 35.32956207839923))",ezzor_40.162620121478426_35.330154963774724.jpg,0
POINT (40.16423025073839 35.33015496377472),"POLYGON ((40.16342518610841 35.32956207839923, 40.16503531536838 35.32956207839923, 40.16503531536838 35.33074784915022, 40.16342518610841 35.33074784915022, 40.16342518610841 35.32956207839923))",ezzor_40.16423025073839_35.330154963774724.jpg,0
POINT (40.16584037999836 35.33015496377472),"POLYGON ((40.16503531536837 35.32956207839923, 40.16664544462834 35.32956207839923, 40.16664544462834 35.33074784915022, 40.16503531536837 35.33074784915022, 40.16503531536837 35.32956207839923))",ezzor_40.16584037999836_35.330154963774724.jpg,0
POINT (40.16745050925832 35.33015496377472),"POLYGON ((40.16664544462834 35.32956207839923, 40.16825557388831 35.32956207839923, 40.16825557388831 35.33074784915022, 40.16664544462834 35.33074784915022, 40.16664544462834 35.32956207839923))",ezzor_40.16745050925832_35.330154963774724.jpg,0
POINT (40.16906063851829 35.33015496377472),"POLYGON ((40.1682555738883 35.32956207839923, 40.16986570314828 35.32956207839923, 40.16986570314828 35.33074784915022, 40.1682555738883 35.33074784915022, 40.1682555738883 35.32956207839923))",ezzor_40.16906063851829_35.330154963774724.jpg,0
POINT (40.09016430477997 35.33134073452571),"POLYGON ((40.08935924014998 35.33074784915021, 40.09096936940995 35.33074784915021, 40.09096936940995 35.33193361990121, 40.08935924014998 35.33193361990121, 40.08935924014998 35.33074784915021))",ezzor_40.09016430477997_35.33134073452571.jpg,0
POINT (40.09177443403993 35.33134073452571),"POLYGON ((40.09096936940995 35.33074784915021, 40.09257949866992 35.33074784915021, 40.09257949866992 35.33193361990121, 40.09096936940995 35.33193361990121, 40.09096936940995 35.33074784915021))",ezzor_40.091774434039934_35.33134073452571.jpg,0
POINT (40.0933845632999 35.33134073452571),"POLYGON ((40.09257949866991 35.33074784915021, 40.09418962792989 35.33074784915021, 40.09418962792989 35.33193361990121, 40.09257949866991 35.33193361990121, 40.09257949866991 35.33074784915021))",ezzor_40.0933845632999_35.33134073452571.jpg,0
POINT (40.09499469255987 35.33134073452571),"POLYGON ((40.09418962792988 35.33074784915021, 40.09579975718985 35.33074784915021, 40.09579975718985 35.33193361990121, 40.09418962792988 35.33193361990121, 40.09418962792988 35.33074784915021))",ezzor_40.094994692559865_35.33134073452571.jpg,0
